name,rank,correct_name
Microellobosporia violacea,species,Streptomyces yerevanensis
Microellobosporia,genus,Streptomyces
Microlunatus spumicolus,species,Microlunatus spumicola
Micromonas micra,species,Parvimonas micra
Micromonas micros,species,Parvimonas micra
Micromonas,genus,Parvimonas
Micromonospora aurantionigra,species,Micromonospora auratinigra
Micromonospora brunnea,species,Micromonospora purpureochromogenes
Micromonospora ferruginea,species,Micromonospora robiginosa
Micromonospora matsumotoense,species,Micromonospora matsumotoensis
Micromonospora panzhihuaensis,species,Micromonospora haikouensis
Micromonospora purpurea,species,Micromonospora echinospora
Micromonospora rhodorangea,species,Micromonospora echinospora
Micropolyspora angiospora,species,Nonomuraea angiospora
Micropolyspora brevicatena,species,Nocardia brevicatena
Micropolyspora faeni,species,Saccharopolyspora rectivirgula
Micropolyspora internata,species,Saccharomonospora viridis
Micropolyspora internatus,species,Saccharomonospora viridis
Micropolyspora rectivirgula,species,Saccharopolyspora rectivirgula
Micropolyspora,genus,Nocardia
Microsphaera multipartita,species,Nakamurella multipartita
Microsphaera,genus,Nakamurella
Microtetraspora africana,species,Nonomuraea africana
Microtetraspora angiospora,species,Nonomuraea angiospora
Microtetraspora fastidiosa,species,Nonomuraea fastidiosa
Microtetraspora ferruginea,species,Nonomuraea ferruginea
Microtetraspora flexuosa,species,Thermopolyspora flexuosa
Microtetraspora helvata,species,Nonomuraea helvata
Microtetraspora polychroma,species,Nonomuraea polychroma
Microtetraspora pusilla,species,Nonomuraea pusilla
Microtetraspora recticatena,species,Nonomuraea recticatena
Microtetraspora roseola,species,Nonomuraea roseola
Microtetraspora roseoviolacea,species,Nonomuraea roseoviolacea
Microtetraspora rubra,species,Nonomuraea rubra
Microtetraspora salmonea,species,Nonomuraea salmonea
Microtetraspora spiralis,species,Nonomuraea spiralis
Microtetraspora turkmeniaca,species,Nonomuraea turkmeniaca
Microtetraspora viridis,species,Actinomadura viridis
Microvenator marinus,species,Allomicrovenator marinus
Microvenator,genus,Allomicrovenator
Miniphocibacter massiliensis,species,Miniphocaeibacter massiliensis
Miniphocibacter,genus,Miniphocaeibacter
Mitsuaria chitinivorans,species,Roseateles chitinivorans
Mitsuaria chitosanitabida,species,Roseateles chitosanitabidus
Mitsuaria noduli,species,Roseateles noduli
Mitsuaria,genus,Roseateles
Mitsuokella dentalis,species,Prevotella dentalis
Mitsuokella multiacidus,species,Mitsuokella multacida
Modestobacter deserti,species,Goekera deserti
Modicisalibacter ilicicola,species,Halomonas ilicicola
Modicisalibacter luteus,species,Halomonas lutea
Modicisalibacter muralis,species,Halomonas muralis
Modicisalibacter radicis,species,Halomonas radicis
Modicisalibacter xianhensis,species,Halomonas xianhensis
Modicisalibacter zincidurans,species,Halomonas zincidurans
Mokoshia antarctica,species,Massilia antarctica
Mokoshia aquatica,species,Massilia aquatica
Mokoshia atriviolacea,species,Massilia atriviolacea
Mokoshia cavernae,species,Massilia cavernae
Mokoshia eurypsychrophila,species,Massilia eurypsychrophila
Mokoshia frigida,species,Massilia frigida
Mokoshia glaciei,species,Massilia glaciei
Mokoshia mucilaginosa,species,Massilia mucilaginosa
Mokoshia polaris,species,Massilia polaris
Mokoshia psychrophila,species,Massilia psychrophila
Mokoshia rubra,species,Massilia rubra
Mokoshia soli,species,Massilia soli
Mokoshia violaceinigra,species,Massilia violaceinigra
Mokoshia,genus,Massilia
Monaibacterium marinum,species,Pontivivens marinum
Monaibacterium,genus,Pontivivens
Monashia flava,species,Intrasporangium flavum
Monashia,genus,Intrasporangium
Montanilutibacter psychrotolerans,species,Lysobacter psychrotolerans
Montanilutibacter,genus,Lysobacter
Moorella caeni,species,Neomoorella caeni
Moorella carbonis,species,Neomoorella carbonis
Moorella glycerini,species,Neomoorella glycerini
Moorella humiferrea,species,Neomoorella humiferrea
Moorella mulderi,species,Neomoorella mulderi
Moorella stamsii,species,Neomoorella stamsii
Moorella sulfitireducens,species,Neomoorella sulfitireducens
Moorella thermoacetica,species,Neomoorella thermoacetica
Moorella thermoautotrophica,species,Neomoorella thermoacetica
Moorella,genus,Neomoorella
Moraxella anatipestifer,species,Riemerella anatipestifera
Moraxella anatipestifera,species,Riemerella anatipestifera
Moraxella phenylpyruvica,species,Psychrobacter phenylpyruvicus
Moraxella urethralis,species,Oligella urethralis
Moraxella veridica,species,Moraxella catarrhalis
Muricauda abyssi,species,Flagellimonas abyssi
Muricauda aequoris,species,Flagellimonas aequoris
Muricauda algicola,species,Flagellimonas algicola
Muricauda alvinocaridis,species,Flagellimonas alvinocaridis
Muricauda amoyensis,species,Flagellimonas amoyensis
Muricauda amphidinii,species,Flagellimonas amphidinii
Muricauda antarctica,species,Flagellimonas taeanensis
Muricauda aquimarina,species,Flagellimonas marinaquae
Muricauda aurantiaca,species,Flagellimonas maritima
Muricauda aurea,species,Flagellimonas aurea
Muricauda beolgyonensis,species,Flagellimonas beolgyonensis
Muricauda chongwuensis,species,Flagellimonas chongwuensis
Muricauda eckloniae,species,Flagellimonas eckloniae
Muricauda flava,species,Flagellimonas flava
Muricauda flavescens,species,Flagellimonas flavescens
Muricauda hadalis,species,Flagellimonas hadalis
Muricauda hymeniacidonis,species,Flagellimonas allohymeniacidonis
Muricauda indica,species,Flagellimonas indica
Muricauda iocasae,species,Flagellimonas iocasae
Muricauda koreensis,species,Flagellimonas aquimarina
Muricauda lutaonensis,species,Flagellimonas lutaonensis
Muricauda lutea,species,Croceivirga lutea
Muricauda lutimaris,species,Flagellimonas lutimaris
Muricauda marina,species,Flagellimonas marina
Muricauda maritima,species,Flagellimonas pelagia
Muricauda meishanensis,species,Flagellimonas meishanensis
Muricauda myxillae,species,Flagellimonas myxillae
Muricauda nanhaiensis,species,Flagellimonas nanhaiensis
Muricauda oceanensis,species,Flagellimonas oceanensis
Muricauda oceani,species,Flagellimonas oceani
Muricauda ochracea,species,Flagellimonas ochracea
Muricauda okinawensis,species,Flagellimonas okinawensis
Muricauda olearia,species,Flagellimonas olearia
Muricauda onchidii,species,Flagellimonas onchidii
Muricauda pacifica,species,Flagellimonas meridianipacifica
Muricauda parva,species,Flagellimonas pacifica
Muricauda profundi,species,Flagellimonas profundi
Muricauda ruestringensis,species,Flagellimonas ruestringensis
Muricauda sediminis,species,Flagellimonas sediminis
Muricauda spongiicola,species,Flagellimonas spongiicola
Muricauda symbiotica,species,Flagellimonas hymeniacidonis
Muricauda taeanensis,species,Flagellimonas taeanensis
Muricauda yonaguniensis,species,Flagellimonas yonaguniensis
Muricauda zhangzhouensis,species,Flagellimonas zhangzhouensis
Muricauda,genus,Flagellimonas
Muriicola lacisalsi,species,Maritimibacter lacisalsi
Muriiphilus fusiformis,species,Maritimibacter fusiformis
Muriiphilus,genus,Maritimibacter
Musicola paradisiaca,species,Dickeya paradisiaca
Musicola,genus,Dickeya
Mycobacterium africanum,species,Mycobacterium tuberculosis
Mycobacterium bolletii,species,Mycobacterium abscessus subsp. bolletii
Mycobacterium bouchedurhonense,species,Mycobacterium avium
Mycobacterium bovis,species,Mycobacterium tuberculosis
Mycobacterium caprae,species,Mycobacterium tuberculosis
Mycobacterium chelonei,species,Mycobacterium chelonae
Mycobacterium chimaera,species,Mycobacterium intracellulare subsp. chimaera
Mycobacterium chlorophenolicum,species,Mycobacterium chlorophenolicum
Mycobacterium intracellularis,species,Mycobacterium intracellulare
Mycobacterium massiliense,species,Mycobacterium abscessus subsp. massiliense
Mycobacterium microti,species,Mycobacterium tuberculosis
Mycobacterium paraintracellulare,species,Mycobacterium intracellulare
Mycobacterium paratuberculosis,species,Mycobacterium avium subsp. paratuberculosis
Mycobacterium pinnipedii,species,Mycobacterium tuberculosis
Mycobacterium vanbaalenii,species,Mycobacterium austroafricanum
Mycobacterium xenopei,species,Mycobacterium xenopi
Mycobacterium yongonense,species,Mycobacterium intracellulare subsp. chimaera
Mycobacteroides abscessus,species,Mycobacterium abscessus
Mycobacteroides chelonae,species,Mycobacterium chelonae
Mycobacteroides franklinii,species,Mycobacterium franklinii
Mycobacteroides immunogenum,species,Mycobacterium immunogenum
Mycobacteroides salmoniphilum,species,Mycobacterium salmoniphilum
Mycobacteroides saopaulense,species,Mycobacterium saopaulense
Mycobacteroides stephanolepidis,species,Mycobacterium stephanolepidis
Mycobacteroides,genus,Mycobacterium
Mycolicibacillus koreensis,species,Mycobacterium koreense
Mycolicibacillus parakoreensis,species,Mycobacterium parakoreense
Mycolicibacillus trivialis,species,Mycobacterium triviale
Mycolicibacillus,genus,Mycobacterium
Mycolicibacter acidiphilus,species,Mycobacterium acidiphilum
Mycolicibacter algericus,species,Mycobacterium algericum
Mycolicibacter arupensis,species,Mycobacterium arupense
Mycolicibacter engbaekii,species,Mycobacterium engbaekii
Mycolicibacter heraklionensis,species,Mycobacterium heraklionense
Mycolicibacter hiberniae,species,Mycobacterium hiberniae
Mycolicibacter kumamotonensis,species,Mycobacterium kumamotonense
Mycolicibacter longobardus,species,Mycobacterium longobardum
Mycolicibacter minnesotensis,species,Mycobacterium minnesotense
Mycolicibacter nonchromogenicus,species,Mycobacterium nonchromogenicum
Mycolicibacter paraterrae,species,Mycobacterium paraterrae
Mycolicibacter senuensis,species,Mycobacterium senuense
Mycolicibacter terrae,species,Mycobacterium terrae
Mycolicibacter,genus,Mycobacterium
Mycolicibacterium acapulcense,species,Mycobacterium acapulcense
Mycolicibacterium acapulense,species,Mycobacterium acapulcense
Mycolicibacterium agri,species,Mycobacterium agri
Mycolicibacterium aichiense,species,Mycobacterium aichiense
Mycolicibacterium alvei,species,Mycobacterium alvei
Mycolicibacterium anyangense,species,Mycobacterium anyangense
Mycolicibacterium arabiense,species,Mycobacterium arabiense
Mycolicibacterium arcueilense,species,Mycobacterium arcueilense
Mycolicibacterium aromaticivorans,species,Mycobacterium aromaticivorans
Mycolicibacterium arseniciresistens,species,Mycobacterium arseniciresistens
Mycolicibacterium aubagnense,species,Mycobacterium aubagnense
Mycolicibacterium aurantiacum,species,Mycobacterium aurantiacum
Mycolicibacterium aurum,species,Mycobacterium aurum
Mycolicibacterium austroafricanum,species,Mycobacterium austroafricanum
Mycolicibacterium bacteremicum,species,Mycobacterium bacteremicum
Mycolicibacterium baixiangningiae,species,Mycobacterium baixiangningiae
Mycolicibacterium boenickei,species,Mycobacterium boenickei
Mycolicibacterium brisbanense,species,Mycobacterium brisbanense
Mycolicibacterium brumae,species,Mycobacterium brumae
Mycolicibacterium canariasense,species,Mycobacterium canariasense
Mycolicibacterium celeriflavum,species,Mycobacterium celeriflavum
Mycolicibacterium chitae,species,Mycobacterium chitae
Mycolicibacterium chlorophenolicum,species,Mycobacterium chlorophenolicum
Mycolicibacterium chubuense,species,Mycobacterium chubuense
Mycolicibacterium conceptionense,species,Mycobacterium conceptionense
Mycolicibacterium confluentis,species,Mycobacterium confluentis
Mycolicibacterium cosmeticum,species,Mycobacterium cosmeticum
Mycolicibacterium crocinum,species,Mycobacterium crocinum
Mycolicibacterium cyprinidarum,species,Mycobacterium cyprinidarum
Mycolicibacterium diernhoferi,species,Mycobacterium diernhoferi
Mycolicibacterium doricum,species,Mycobacterium doricum
Mycolicibacterium duvalii,species,Mycobacterium duvalii
Mycolicibacterium elephantis,species,Mycobacterium elephantis
Mycolicibacterium fallax,species,Mycobacterium fallax
Mycolicibacterium farcinogenes,species,Mycobacterium farcinogenes
Mycolicibacterium flavescens,species,Mycobacterium flavescens
Mycolicibacterium fluoranthenivorans,species,Mycobacterium fluoranthenivorans
Mycolicibacterium fortuitum,species,Mycobacterium fortuitum
Mycolicibacterium frederiksbergense,species,Mycobacterium frederiksbergense
Mycolicibacterium gadium,species,Mycobacterium gadium
Mycolicibacterium gilvum,species,Mycobacterium gilvum
Mycolicibacterium grossiae,species,Mycobacterium grossiae
Mycolicibacterium hassiacum,species,Mycobacterium hassiacum
Mycolicibacterium helvum,species,Mycobacterium helvum
Mycolicibacterium hippocampi,species,Mycobacterium hippocampi
Mycolicibacterium hodleri,species,Mycobacterium hodleri
Mycolicibacterium holsaticum,species,Mycobacterium holsaticum
Mycolicibacterium houstonense,species,Mycobacterium houstonense
Mycolicibacterium insubricum,species,Mycobacterium insubricum
Mycolicibacterium iranicum,species,Mycobacterium iranicum
Mycolicibacterium komossense,species,Mycobacterium komossense
Mycolicibacterium lacusdiani,species,Mycobacterium lacusdiani
Mycolicibacterium litorale,species,Mycobacterium litorale
Mycolicibacterium llatzerense,species,Mycobacterium llatzerense
Mycolicibacterium lutetiense,species,Mycobacterium lutetiense
Mycolicibacterium madagascariense,species,Mycobacterium madagascariense
Mycolicibacterium mageritense,species,Mycobacterium mageritense
Mycolicibacterium malmesburyense,species,Mycobacterium malmesburyense
Mycolicibacterium mengxiangliae,species,Mycobacterium mengxiangliae
Mycolicibacterium mengxianglii,species,Mycobacterium mengxiangliae
Mycolicibacterium monacense,species,Mycobacterium monacense
Mycolicibacterium moriokaense,species,Mycobacterium moriokaense
Mycolicibacterium mucogenicum,species,Mycobacterium mucogenicum
Mycolicibacterium murale,species,Mycobacterium murale
Mycolicibacterium neoaurum,species,Mycobacterium neoaurum
Mycolicibacterium neworleansense,species,Mycobacterium neworleansense
Mycolicibacterium nivoides,species,Mycobacterium nivoides
Mycolicibacterium novocastrense,species,Mycobacterium novocastrense
Mycolicibacterium obuense,species,Mycobacterium obuense
Mycolicibacterium oryzae,species,Mycobacterium oryzae
Mycolicibacterium palauense,species,Mycobacterium palauense
Mycolicibacterium pallens,species,Mycobacterium pallens
Mycolicibacterium parafortuitum,species,Mycobacterium parafortuitum
Mycolicibacterium peregrinum,species,Mycobacterium peregrinum
Mycolicibacterium phlei,species,Mycobacterium phlei
Mycolicibacterium phocaicum,species,Mycobacterium phocaicum
Mycolicibacterium porcinum,species,Mycobacterium porcinum
Mycolicibacterium poriferae,species,Mycobacterium poriferae
Mycolicibacterium psychrotolerans,species,Mycobacterium psychrotolerans
Mycolicibacterium pulveris,species,Mycobacterium pulveris
Mycolicibacterium pyrenivorans,species,Mycobacterium pyrenivorans
Mycolicibacterium rhodesiae,species,Mycobacterium rhodesiae
Mycolicibacterium rufum,species,Mycobacterium rufum
Mycolicibacterium rutilum,species,Mycobacterium rutilum
Mycolicibacterium sarraceniae,species,Mycobacterium sarraceniae
Mycolicibacterium sediminis,species,Mycobacterium sediminis
Mycolicibacterium senegalense,species,Mycobacterium senegalense
Mycolicibacterium septicum,species,Mycobacterium septicum
Mycolicibacterium setense,species,Mycobacterium setense
Mycolicibacterium smegmatis,species,Mycobacterium smegmatis
Mycolicibacterium sphagni,species,Mycobacterium sphagni
Mycolicibacterium stellerae,species,Mycobacterium stellerae
Mycolicibacterium thermoresistibile,species,Mycobacterium thermoresistibile
Mycolicibacterium tokaiense,species,Mycobacterium tokaiense
Mycolicibacterium tusciae,species,Mycobacterium tusciae
Mycolicibacterium vaccae,species,Mycobacterium vaccae
Mycolicibacterium vanbaalenii,species,Mycobacterium austroafricanum
Mycolicibacterium vinylchloridicum,species,Mycobacterium vinylchloridicum
Mycolicibacterium vulneris,species,Mycobacterium vulneris
Mycolicibacterium wolinskyi,species,Mycobacterium wolinskyi
Mycolicibacterium xanthum,species,Mycobacterium xanthum
Mycolicibacterium,genus,Mycobacterium
Mycoplana rhizolycopersici,species,Rhizobium rhizolycopersici
Mycoplana segnis,species,Caulobacter segnis
Mycoplasma adleri,species,Mycoplasmopsis adleri
Mycoplasma agalactiae,species,Mycoplasmopsis agalactiae
Mycoplasma agassizii,species,Mycoplasmopsis agassizii
Mycoplasma alkalescens,species,Metamycoplasma alkalescens
Mycoplasma alligatoris,species,Mycoplasmopsis alligatoris
Mycoplasma alvi,species,Mycoplasmoides alvi
Mycoplasma anatis,species,Mycoplasmopsis anatis
Mycoplasma arginini,species,Mycoplasmopsis arginini
Mycoplasma arthritidis,species,Metamycoplasma arthritidis
Mycoplasma auris,species,Metamycoplasma auris
Mycoplasma bovigenitalium,species,Mycoplasmopsis bovigenitalium
Mycoplasma bovirhinis,species,Mycoplasmopsis bovirhinis
Mycoplasma bovis,species,Mycoplasmopsis bovis
Mycoplasma bovoculi,species,Mesomycoplasma bovoculi
Mycoplasma buccale,species,Metamycoplasma buccale
Mycoplasma californicum,species,Mycoplasmopsis californica
Mycoplasma canadense,species,Metamycoplasma canadense
Mycoplasma canis,species,Mycoplasmopsis canis
Mycoplasma caviae,species,Mycoplasmopsis caviae
Mycoplasma ciconiae,species,Mycoplasmopsis ciconiae
Mycoplasma citelli,species,Mycoplasmopsis citelli
Mycoplasma cloacale,species,Metamycoplasma cloacale
Mycoplasma columbinasale,species,Mycoplasmopsis columbinasalis
Mycoplasma columbinum,species,Mycoplasmopsis columbina
Mycoplasma columborale,species,Mycoplasmopsis columboralis
Mycoplasma conjunctivae,species,Mesomycoplasma conjunctivae
Mycoplasma cricetuli,species,Mycoplasmopsis cricetuli
Mycoplasma cynos,species,Mycoplasmopsis cynos
Mycoplasma dispar,species,Mesomycoplasma dispar
Mycoplasma edwardii,species,Mycoplasmopsis edwardii
Mycoplasma ellychniae,species,Entomoplasma ellychniae
Mycoplasma equigenitalium,species,Mycoplasmopsis equigenitalium
Mycoplasma equirhinis,species,Metamycoplasma equirhinis
Mycoplasma fastidiosum,species,Mycoplasmoides fastidiosum
Mycoplasma faucium,species,Metamycoplasma faucium
Mycoplasma felifaucium,species,Mycoplasmopsis felifaucium
Mycoplasma felis,species,Mycoplasmopsis felis
Mycoplasma fermentans,species,Mycoplasmopsis fermentans
Mycoplasma flocculare,species,Mesomycoplasma flocculare
Mycoplasma gallinaceum,species,Mycoplasmopsis gallinacea
Mycoplasma gallinarum,species,Mycoplasmopsis gallinarum
Mycoplasma gallisepticum,species,Mycoplasmoides gallisepticum
Mycoplasma gallopavonis,species,Mycoplasmopsis gallopavonis
Mycoplasma gateae,species,Metamycoplasma gateae
Mycoplasma genitalium,species,Mycoplasmoides genitalium
Mycoplasma glycophilum,species,Mycoplasmopsis glycophila
Mycoplasma haemomuris,species,Haemobartonella muris
Mycoplasma haemosuis,species,Mycoplasma suis
Mycoplasma hominis,species,Metamycoplasma hominis
Mycoplasma hyopharyngis,species,Mycoplasmopsis hyopharyngis
Mycoplasma hyopneumoniae,species,Mesomycoplasma hyopneumoniae
Mycoplasma hyorhinis,species,Mesomycoplasma hyorhinis
Mycoplasma hyosynoviae,species,Metamycoplasma hyosynoviae
Mycoplasma iners,species,Mycoplasmopsis iners
Mycoplasma iowae,species,Malacoplasma iowae
Mycoplasma lactucae,species,Mesoplasma lactucae
Mycoplasma lagogenitalium,species,Mesomycoplasma lagogenitalium
Mycoplasma leocaptivus,species,Mycoplasma leonicaptivi
Mycoplasma lipofaciens,species,Mycoplasmopsis lipofaciens
Mycoplasma lipophilum,species,Mycoplasmopsis lipophila
Mycoplasma lucivorax,species,Williamsoniiplasma lucivorax
Mycoplasma luminosum,species,Williamsoniiplasma luminosum
Mycoplasma maculosum,species,Mycoplasmopsis maculosa
Mycoplasma melaleucae,species,Mesoplasma melaleucae
Mycoplasma meleagridis,species,Mycoplasmopsis meleagridis
Mycoplasma microti,species,Malacoplasma microti
Mycoplasma moatsii,species,Mesomycoplasma moatsii
Mycoplasma molare,species,Mesomycoplasma molare
Mycoplasma mucosicanis,species,Mycoplasmopsis mucosicanis
Mycoplasma muris,species,Malacoplasma muris
Mycoplasma mustelae,species,Mycoplasmopsis mustelae
Mycoplasma neophronis,species,Metamycoplasma neophronis
Mycoplasma neurolyticum,species,Mesomycoplasma neurolyticum
Mycoplasma opalescens,species,Mycoplasmopsis opalescens
Mycoplasma orale,species,Metamycoplasma orale
Mycoplasma ovipneumoniae,species,Mesomycoplasma ovipneumoniae
Mycoplasma oxoniensis,species,Mycoplasma oxoniense
Mycoplasma penetrans,species,Malacoplasma penetrans
Mycoplasma phocacerebrale,species,Metamycoplasma phocicerebrale
Mycoplasma phocarhinis,species,Mycoplasmopsis phocirhinis
Mycoplasma phocicerebrale,species,Metamycoplasma phocicerebrale
Mycoplasma phocidae,species,Mycoplasma phocae
Mycoplasma phocirhinis,species,Mycoplasmopsis phocirhinis
Mycoplasma pirum,species,Mycoplasmoides pirum
Mycoplasma pneumoniae,species,Mycoplasmoides pneumoniae
Mycoplasma primatum,species,Mycoplasmopsis primatum
Mycoplasma pullorum,species,Mycoplasmopsis pullorum
Mycoplasma pulmonis,species,Mycoplasmopsis pulmonis
Mycoplasma salivarium,species,Metamycoplasma salivarium
Mycoplasma somnilux,species,Williamsoniiplasma somnilux
Mycoplasma spumans,species,Metamycoplasma spumans
Mycoplasma sturni,species,Mycoplasmopsis sturni
Mycoplasma sualvi,species,Metamycoplasma sualvi
Mycoplasma subdolum,species,Metamycoplasma subdolum
Mycoplasma synoviae,species,Mycoplasmopsis synoviae
Mycoplasma verecundum,species,Mycoplasmopsis verecunda
Myroides xuanwuensis,species,Myroides odoratimimus subsp. xuanwuensis
Myxococcus coralloides,species,Corallococcus coralloides
Myxococcus disciformis,species,Archangium disciforme
Myxococcus flavescens,species,Myxococcus virescens
Myxococcus landrumus,species,Myxococcus landrumensis
Myxococcus macrosporus,species,Corallococcus macrosporus
Mzabimyces algeriensis,species,Halopolyspora algeriensis
Mzabimyces,genus,Halopolyspora
Nakamurella albus,species,Nakamurella alba
Nannocystis poenicansa,species,Nannocystis punicea
Natranaeroarchaeum aerophilus,species,Natranaeroarchaeum aerophilum
Natrarchaeobius haloalkaliphilus,species,Natrarchaeobius halalkaliphilus
Natrialba aegyptiaca,species,Natrialba aegyptia
Natrinema ejinorense,species,Natrinema longum
Natronincola peptidovorans,species,Natronincola peptidivorans
Natronobacterium magadii,species,Natrialba magadii
Natronobacterium pharaonis,species,Natronomonas pharaonis
Natronobacterium vacuolata,species,Halorubrum vacuolatum
Natronobacterium vacuolatum,species,Halorubrum vacuolatum
Natronoincola histidinovorans,species,Natronincola histidinovorans
Natronoincola,genus,Natronincola
Natronolimnobius aegyptiacus,species,Natrarchaeobaculum aegyptiacum
Natronolimnobius innermongolicus,species,Natronolimnohabitans innermongolicus
Natronolimnobius sulfurireducens,species,Natrarchaeobaculum sulfurireducens
Nautella italica,species,Phaeobacter italicus
Nautella,genus,Phaeobacter
Naxibacter alkalitolerans,species,Massilia alkalitolerans
Naxibacter haematophilus,species,Massilia haematophila
Naxibacter suwonensis,species,Massilia suwonensis
Naxibacter varians,species,Massilia varians
Naxibacter,genus,Massilia
Neisseria caviae,species,Moraxella caviae
Neisseria cuniculi,species,Moraxella cuniculi
Neisseria denitrificans,species,Bergeriella denitrificans
Neisseria lactamicus,species,Neisseria lactamica
Neisseria ovis,species,Moraxella ovis
Neisseria weaveri,species,Neisseria weaveri
Nemorella caseinilytica,species,Nemorincola caseinilytica
Nemorella,genus,Nemorincola
Neogemmobacter tilapiae,species,Gemmobacter tilapiae
Neogemmobacter,genus,Gemmobacter
Neolewinella agarilytica,species,Lewinella agarilytica
Neolewinella antarctica,species,Lewinella antarctica
Neolewinella aquimaris,species,Lewinella aquimaris
Neolewinella aurantiaca,species,Lewinella aurantiaca
Neolewinella lacunae,species,Lewinella lacunae
Neolewinella litorea,species,Lewinella litorea
Neolewinella lutea,species,Lewinella lutea
Neolewinella marina,species,Lewinella marina
Neolewinella maritima,species,Lewinella maritima
Neolewinella persica,species,Lewinella persica
Neolewinella xylanilytica,species,Lewinella xylanilytica
Neolewinella,genus,Lewinella
Neomelitea salexigens,species,Spongiibacter marinus
Neomesorhizobium albiziae,species,Mesorhizobium albiziae
Neomesorhizobium,genus,Mesorhizobium
Neopararhizobium haloflavum,species,Pararhizobium haloflavum
Neopararhizobium,genus,Pararhizobium
Neopseudomonas abyssi,species,Pseudomonas abyssi
Neopseudomonas aestusnigri,species,Halopseudomonas aestusnigri
Neopseudomonas bauzanensis,species,Halopseudomonas bauzanensis
Neopseudomonas formosensis,species,Halopseudomonas formosensis
Neopseudomonas litoralis,species,Halopseudomonas litoralis
Neopseudomonas neustonica,species,Pseudomonas neustonica
Neopseudomonas oceani,species,Halopseudomonas oceani
Neopseudomonas pachastrellae,species,Halopseudomonas pachastrellae
Neopseudomonas pelagia,species,Halopseudomonas pelagia
Neopseudomonas pertucinogena,species,Halopseudomonas pertucinogena
Neopseudomonas profundi,species,Pseudomonas profundi
Neopseudomonas sabulinigri,species,Halopseudomonas sabulinigri
Neopseudomonas salina,species,Halopseudomonas salina
Neopseudomonas,genus,Halopseudomonas
Neorhizobium xiangyangii,species,Pseudorhizobium xiangyangii
Neorhizorhabdus crusticola,species,Sphingomonas crusticola
Neorhizorhabdus naphthae,species,Sphingomonas naphthae
Neorhizorhabdus oleivorans,species,Sphingomonas oleivorans
Neorhizorhabdus vulcanisoli,species,Sphingomonas vulcanisoli
Neorhizorhabdus,genus,Sphingomonas
Neorhodopirellula lusitana,species,Rhodopirellula lusitana
Neorhodopirellula pilleata,species,Rhodopirellula pilleata
Neorhodopirellula,genus,Rhodopirellula
Neosandaracinobacteroides saxicola,species,Sandaracinobacteroides saxicola
Neosandaracinobacteroides,genus,Sandaracinobacteroides
Neotamlana laminarinivorans,species,Tamlana laminarinivorans
Neotamlana nanhaiensis,species,Tamlana nanhaiensis
Neotamlana sargassicola,species,Tamlana sargassicola
Neotamlana sedimentorum,species,Tamlana sedimentorum
Neotamlana,genus,Tamlana
Neptunicoccus cionae,species,Amylibacter cionae
Nesiotobacter exalbescens,species,Pseudovibrio exalbescens
Nesiotobacter,genus,Pseudovibrio
Niallia circulans,species,Bacillus circulans
Niallia endozanthoxylica,species,Bacillus endozanthoxylicus
Niallia nealsonii,species,Bacillus nealsonii
Niallia oryzisoli,species,Bacillus oryzisoli
Niallia taxi,species,Bacillus taxi
Niallia,genus,Bacillus
Nicolia spurrieriana,species,Nicoliella spurrieriana
Nicolia,genus,Nicoliella
Nitratireductor thuwali,species,Nitratireductor thuwalensis
Nitrosococcus oceanus,species,Nitrosococcus oceani
Nitrosolobus multiformis,species,Nitrosospira multiformis
Nitrosolobus,genus,Nitrosospira
Nitrosophilus labii,species,Nitratiruptor labii
Nitrospirillum irinus,species,Nitrospirillum iridis
Nocardia amarae,species,Gordonia amarae
Nocardia autotrophica,species,Pseudonocardia autotrophica
Nocardia bhagyanesis,species,Nocardia bhagyanarayanae
Nocardia calcarea,species,Rhodococcus erythropolis
Nocardia cellulans,species,Cellulosimicrobium cellulans
Nocardia corynebacterioides,species,Rhodococcus corynebacterioides
Nocardia cummidelens,species,Nocardia salmonicida subsp. cummidelens
Nocardia cyriacigeorgici,species,Nocardia cyriacigeorgica
Nocardia globerula,species,Rhodococcus globerulus
Nocardia hydrocarbonoxydans,species,Pseudonocardia hydrocarbonoxydans
Nocardia mediterranea,species,Amycolatopsis mediterranei
Nocardia mediterranei,species,Amycolatopsis mediterranei
Nocardia orientalis,species,Amycolatopsis orientalis
Nocardia petroleophila,species,Pseudonocardia petroleophila
Nocardia pinensis,species,Skermania pinensis
Nocardia restricta,species,Rhodococcus equi
Nocardia rugosa,species,Prauserella rugosa
Nocardia saturnea,species,Pseudonocardia saturnea
Nocardia senatus,species,Nocardia sienata
Nocardia soli,species,Nocardia salmonicida subsp. cummidelens
Nocardia sulphurea,species,Amycolatopsis sulphurea
Nocardia testaceus,species,Nocardia testacea
Nocardioides basaltis,species,Nocardioides salarius
Nocardioides dilutes,species,Nocardioides dilutus
Nocardioides fastidiosa,species,Aeromicrobium fastidiosum
Nocardioides fastidiosus,species,Aeromicrobium fastidiosum
Nocardioides islandiensis,species,Nocardioides islandensis
Nocardioides panzhihuaensis,species,Nocardioides panzhihuensis
Nocardioides rubroscoriae,species,Nocardioides rubriscoriae
Nocardiopsis africana,species,Nonomuraea africana
Nocardiopsis albidorubidus,species,Nocardiopsis alborubida
Nocardiopsis alborubidus,species,Nocardiopsis alborubida
